loc_rowid,tce_plnt_num,tce_period,tce_period_err,tce_ror,tce_ror_err,tce_dor,tce_dor_err,tce_incl,tce_incl_err,tce_duration,tce_duration_err,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
126,3,0.693727,0.00E+00,1.73E-02,0.00E+00,2.1461326,0.00E+00,87.33,0.00E+00,2.5,0.00E+00,3.257,0.00E+00,3.19E+03,0.00E+00,7261,357,4.12,0.33,1.724,1
127,1,5.44317,8.65E-05,3.18E-02,9.73E-03,1.8364082,1.98E-01,57.8,4.70E+00,7.416,2.90E-01,6.929,2.12E+00,1.90E+03,4.63E+02,8254,313,4.08,0.29,1.996,0.96
128,2,1.81441,2.40E-05,3.36E-02,4.38E-02,1.1111551,1.93E-02,25.98,9.46E+00,3.315,9.77E-01,7.322,9.54E+00,2.74E+03,6.68E+02,8254,313,4.08,0.29,1.996,0.96
129,1,0.700471,1.97E-05,3.69E-03,3.39E-03,3.8636712,1.62E+01,85.19,2.05E+02,1.316,3.78E-01,0.4936,4.53E-01,2.38E+03,6.09E+02,6102,188,4.28,0.27,1.225,0.621
130,1,620.929,2.48E-02,1.10E-01,1.66E-01,54.922894,1.12E+01,88.96,3.91E-01,41.67,1.07E+01,465.4,7.02E+02,9.17E+02,1.02E+02,3953,103,1.24,0.03,38.67,8.37
131,1,1.38953,6.46E-05,2.41E-03,3.59E-03,1.0697255,1.13E+00,42.53,3.89E+02,6.144,4.50E+01,0.3314,4.95E-01,2.01E+03,4.42E+02,6347,199,4.24,0.24,1.262,0.548
132,1,0.583637,1.64E-05,2.22E-03,1.07E-03,2.323316,4.69E+00,82.23,1.93E+02,1.826,8.31E-01,0.2999,1.45E-01,2.66E+03,4.50E+02,6218,169,4.21,0.22,1.238,0.414
133,2,20.5715,4.16E-04,7.62E-03,1.11E-02,10.642966,6.82E+01,88.79,1.55E+02,14.5,5.44E-01,0.6931,1.01E+00,6.11E+02,2.31E+02,5529,179,4.46,0.46,0.834,0.627
134,3,1.511,1.71E-05,5.08E-03,3.31E-03,1.5425933,2.57E+00,68.01,1.73E+02,6.155,7.36E+00,0.462,3.01E-01,1.46E+03,5.51E+02,5529,179,4.46,0.46,0.834,0.627
135,4,3.02213,5.75E-05,4.47E-03,5.43E-03,2.4146188,1.07E+01,81.93,3.74E+02,9.04,8.17E+00,0.4069,4.94E-01,1.16E+03,4.37E+02,5529,179,4.46,0.46,0.834,0.627
136,1,0.506371,1.02E-05,7.25E-03,3.86E-03,2.2374772,5.15E+00,88.02,9.59E+02,1.736,9.48E-01,2.485,1.32E+00,4.47E+03,8.86E+02,7061,311,3.71,0.3,3.142,1.214
137,2,0.516584,1.15E-05,1.30E-02,8.10E-03,2.2569828,6.38E+00,81.89,2.80E+02,1.681,1.03E+00,2.087,1.30E+00,3.26E+03,7.56E+02,6991,293,4.16,0.26,1.475,0.673
138,1,2.64829,3.23E-07,1.32E-01,1.28E-03,5.2472417,2.37E-02,80.12,7.64E-02,2.649,5.95E-03,170.8,1.65E+00,3.34E+03,9.79E+02,5039,214,2.73,0.48,11.83,6.853
139,2,2.64828,3.09E-06,2.65E-02,5.75E-03,7.9284243,5.98E+00,84.93,8.00E+00,1.916,1.03E-01,34.2,7.42E+00,3.34E+03,9.79E+02,5039,214,2.73,0.48,11.83,6.853
140,1,0.596465,8.75E-06,8.41E-03,2.06E-03,1.6537703,1.49E+00,64.96,6.43E+01,2,9.81E-01,2.889,7.07E-01,4.84E+03,8.05E+02,8363,358,3.8,0.26,3.149,1.013
141,1,204.029,0.00E+00,5.00E-01,0.00E+00,222.17142,0.00E+00,89.97,0.00E+00,10.5,0.00E+00,44.14,0.00E+00,2.73E+02,0.00E+00,5551,168,4.57,0.24,0.809,0.296
142,2,204.033,6.12E-05,6.27E-01,5.03E-02,186.49075,2.62E+00,89.75,1.83E-02,11.69,3.06E-02,55.33,4.45E+00,2.73E+02,5.06E+01,5551,168,4.57,0.24,0.809,0.296
143,1,4.61264,1.08E-05,1.10E-02,3.10E-03,8.88867,1.21E+01,85.82,1.38E+01,3.075,9.55E-02,1.527,4.32E-01,1.29E+03,1.49E+02,6140,135,4.26,0.15,1.277,0.289
144,2,13.1216,4.16E-05,1.29E-02,6.70E-03,28.83337,7.22E+01,89.8,5.02E+01,3.504,1.88E-01,1.801,9.34E-01,9.14E+02,1.05E+02,6140,135,4.26,0.15,1.277,0.289
145,1,2.86751,3.43E-06,3.00E-02,5.13E-03,19.622362,1.72E+01,88.5,5.03E+00,0.9959,6.95E-02,3.354,5.73E-01,1.41E+03,2.66E+02,6235,224,4.39,0.26,1.023,0.378
146,2,2.8675,7.27E-06,2.46E-02,8.65E-03,13.211759,2.42E+01,86.06,8.82E+00,0.7864,3.20E-01,2.742,9.66E-01,1.41E+03,2.66E+02,6235,224,4.39,0.26,1.023,0.378
147,1,2.19199,1.82E-06,3.41E-02,6.26E-04,3.1709507,1.83E-01,72.75,1.18E+00,2.273,4.67E-02,2.418,4.44E-02,1.12E+03,9.35E+01,5386,167,4.66,0.1,0.649,0.101
148,1,2.19202,1.88E-07,4.03E-01,1.92E-02,6.363691,1.18E-02,82.7,3.00E-01,3.017,5.25E-03,30.68,1.46E+00,1.13E+03,1.33E+02,5319,211,4.63,0.12,0.698,0.155
149,1,2.48127,3.77E-05,1.24E-02,4.16E-04,1.0217426,2.02E-03,21.79,9.09E-01,6.555,2.28E-01,2.475,8.31E-02,2.13E+03,6.45E+02,7257,342,4.1,0.34,1.829,1.095
150,1,2.85236,3.02E-06,4.14E-02,6.04E-03,12.870817,8.26E+00,85.99,3.21E+00,0.8872,1.82E-01,1.442,2.10E-01,5.53E+02,8.92E+01,3663,113,4.95,0.12,0.319,0.101
151,1,0.52007,9.55E-06,1.31E-02,1.63E-03,1.0000707,3.70E-03,17.65,1.13E+01,1.366,6.20E-01,1.145,1.43E-01,2.05E+03,4.68E+02,5569,191,4.5,0.28,0.802,0.362
152,2,0.583008,0.00E+00,3.52E-02,0.00E+00,3.0593269,0.00E+00,88.13,0.00E+00,1.5,0.00E+00,3.079,0.00E+00,1.98E+03,0.00E+00,5569,191,4.5,0.28,0.802,0.362
153,1,0.872278,4.34E-06,1.45E-02,7.07E-03,1.2616452,1.13E+00,61.56,1.64E+02,4.317,6.30E+00,6.184,3.01E+00,4.38E+03,8.69E+02,7538,304,3.55,0.32,3.908,1.518
154,2,0.872247,7.68E-06,1.93E-02,9.56E-04,1.005695,3.59E-03,26.5,5.46E+00,3.171,5.12E-01,8.248,4.08E-01,4.38E+03,8.69E+02,7538,304,3.55,0.32,3.908,1.518
155,3,0.595526,0.00E+00,1.93E-02,0.00E+00,3.076721,0.00E+00,88.14,0.00E+00,1.5,0.00E+00,8.246,0.00E+00,4.98E+03,0.00E+00,7538,304,3.55,0.32,3.908,1.518
156,1,6.20972,3.09E-05,6.51E-03,1.81E-03,11.175934,1.32E+01,86.07,8.00E+00,2.768,1.31E-01,0.3444,9.59E-02,4.95E+02,7.93E+01,3685,139,4.76,0.13,0.485,0.151
157,1,2.32728,1.31E-05,6.49E-03,2.26E-03,5.2539533,9.70E+00,86.08,5.83E+01,3.182,1.92E-01,1.118,3.90E-01,1.93E+03,5.69E+02,6767,247,4.17,0.33,1.579,0.925
158,2,0.847666,1.40E-05,3.93E-03,1.94E-03,1.0840015,5.12E-01,35.63,1.12E+02,2.875,7.54E+00,0.7983,3.95E-01,3.11E+03,7.39E+02,7262,318,4.05,0.27,1.863,0.87
159,1,12.124,3.13E-05,2.48E-02,2.00E-02,28.072052,8.40E+01,89.56,2.90E+01,3.307,4.34E-01,2.153,1.73E+00,6.63E+02,9.83E+01,5280,175,4.57,0.18,0.796,0.23
160,1,0.812927,9.47E-05,3.23E-03,8.59E-04,1.0013095,4.44E-03,20.18,2.65E+01,2.177,2.60E+00,0.8077,2.15E-01,3.51E+03,7.32E+02,7526,320,3.96,0.25,2.293,0.936
161,2,0.812865,9.17E-05,2.55E-03,7.36E-03,1.0004618,4.34E-02,81.26,6.78E+03,6.151,1.11E+02,0.6381,1.84E+00,3.51E+03,7.32E+02,7526,320,3.96,0.25,2.293,0.936
162,1,0.968256,1.22E-05,6.01E-03,7.04E-03,1.6461892,6.34E+00,87.65,3.18E+03,4.51,1.00E+01,0.6789,7.95E-01,2.04E+03,4.76E+02,6363,210,4.44,0.3,1.035,0.479
163,1,0.968253,1.15E-05,9.30E-03,1.47E-02,1.4816455,6.15E+00,89.9,1.17E+05,5.039,1.71E+01,0.776,1.23E+00,1.67E+03,3.76E+02,5811,202,4.6,0.29,0.765,0.341
164,1,0.968286,1.09E-05,6.57E-03,5.21E-03,1.97528,5.39E+00,80.39,3.21E+02,3.561,3.26E+00,0.6628,5.25E-01,1.82E+03,3.71E+02,5881,168,4.49,0.28,0.924,0.374
165,1,5.74772,5.86E-06,2.62E-02,7.85E-03,21.218197,1.92E+01,88.72,5.30E+00,1.884,7.73E-02,1.798,5.40E-01,6.40E+02,2.46E+01,4248,87,4.64,0.05,0.63,0.041
166,1,1.54039,9.23E-06,9.60E-03,3.40E-03,4.4583841,7.28E+00,80.75,3.06E+01,1.876,1.32E-01,1.036,3.67E-01,1.64E+03,3.04E+02,5974,176,4.42,0.26,0.989,0.363
167,1,497.66,1.79E-02,2.30E-02,5.55E-03,133.33388,1.51E+02,89.79,1.02E+00,25.77,1.89E+00,2.486,6.00E-01,2.39E+02,5.10E+01,6081,198,4.47,0.3,0.991,0.418
168,1,2.20925,1.18E-05,7.32E-03,2.40E-03,5.2340967,7.74E+00,83.41,2.79E+01,2.607,1.44E-01,0.8717,2.86E-01,1.51E+03,3.28E+02,5991,190,4.38,0.28,1.092,0.47
169,1,0.931998,1.35E-05,1.93E-02,1.17E-02,5.2773805,1.67E+01,89.16,4.64E+02,1.371,6.03E-02,5.887,3.56E+00,3.85E+03,6.49E+02,7943,303,3.83,0.26,2.793,0.918
170,1,6.5938,2.48E-04,1.01E-02,2.33E-03,1.8309086,1.55E+00,60.62,3.68E+01,12.71,3.18E+00,1.095,2.52E-01,1.03E+03,2.25E+02,6202,232,4.46,0.3,0.992,0.426
171,1,0.974299,3.12E-06,3.41E-02,8.40E-03,6.2316748,6.66E+00,83.78,1.50E+01,0.9358,9.34E-02,2.972,7.33E-01,1.66E+03,3.59E+02,5695,191,4.57,0.28,0.799,0.342
172,1,0.862334,3.04E-05,2.92E-03,1.19E-03,1.4223578,1.66E+00,53.07,8.74E+01,2.431,2.73E+00,0.5505,2.25E-01,3.01E+03,9.36E+02,7392,322,4.14,0.35,1.726,1.064
173,2,1.7248,1.81E-05,5.72E-03,2.21E-03,1.5789994,2.27E+00,55.17,7.94E+01,3.716,3.12E+00,1.077,4.17E-01,2.39E+03,7.43E+02,7392,322,4.14,0.35,1.726,1.064
174,1,459.319,1.15E-02,4.63E-02,1.83E-02,519.10556,6.57E+02,89.9,1.63E-01,3.95,1.53E+00,3.967,1.57E+00,1.88E+02,1.50E+01,5068,175,4.58,0.1,0.785,0.113
175,1,1.96443,3.98E-05,5.16E-03,4.31E-03,1.6361333,3.98E+00,55.8,1.23E+02,3.723,4.66E+00,1.485,1.24E+00,2.09E+03,5.43E+02,5322,192,3.7,0.56,2.639,1.358
176,2,1.96449,9.79E-05,3.15E-03,6.68E-03,1.2308387,3.51E+00,72.88,1.05E+03,11.41,6.38E+01,0.9069,1.92E+00,2.09E+03,5.43E+02,5322,192,3.7,0.56,2.639,1.358
177,1,1.96786,2.72E-02,2.82E-04,5.69E-02,4.1452871,1.40E+03,76.18,4.86E+03,0.5097,8.36E+01,0.05224,1.06E+01,2.17E+03,6.26E+02,6972,293,4.12,0.32,1.699,0.97
178,3,1.81438,2.48E-05,3.24E-02,2.88E-02,1.09467,1.33E-02,24.66,6.94E+00,3.492,7.53E-01,7.049,6.27E+00,2.74E+03,6.68E+02,8254,313,4.08,0.29,1.996,0.96
179,4,1.8143,0.00E+00,9.48E-03,0.00E+00,2.3204659,0.00E+00,87.53,0.00E+00,6,0.00E+00,2.064,0.00E+00,2.74E+03,0.00E+00,8254,313,4.08,0.29,1.996,0.96
180,1,2.6868,1.07E-04,3.92E-03,1.58E-02,2.3016802,2.93E+01,89.56,2.22E+04,8.951,2.67E+01,0.3517,1.42E+00,1.14E+03,2.42E+02,5292,221,4.49,0.32,0.823,0.343
181,1,2.68671,6.48E-06,6.63E-03,5.53E-04,7.9498872,4.21E+00,84.95,5.54E+00,1.867,4.37E-02,1.813,1.51E-01,2.87E+03,4.60E+02,9181,399,4,0.21,2.507,0.774
182,1,12.0604,2.81E-04,2.53E-02,1.22E-03,1.179048,9.07E-03,32.58,7.67E-01,19.8,2.90E-01,8.555,4.12E-01,1.36E+03,3.62E+02,6031,211,3.64,0.49,3.102,1.635
183,2,12.0587,1.89E-04,8.39E-03,5.02E-03,5.3539857,1.48E+01,89.99,3.87E+04,17.35,1.08E+00,2.839,1.70E+00,1.36E+03,3.62E+02,6031,211,3.64,0.49,3.102,1.635
184,1,43.1593,9.05E-04,1.34E-02,4.09E-03,12.976091,1.99E+01,87.48,1.19E+01,21.26,1.14E+00,1.513,4.61E-01,5.66E+02,1.25E+02,6204,221,4.42,0.29,1.035,0.452
185,1,0.53452,6.79E-06,8.86E-03,4.26E-03,2.6399826,5.98E+00,84,2.08E+02,1.501,5.14E-01,1.828,8.79E-01,3.41E+03,9.62E+02,6835,313,4.07,0.32,1.892,1.054
186,1,1.47235,1.59E-05,5.10E-03,8.33E-03,3.2289491,2.36E+01,88.57,1.78E+03,3.49,2.54E+00,0.7457,1.22E+00,1.95E+03,5.28E+02,6140,194,4.21,0.27,1.341,0.721
187,1,0.866395,1.31E-05,5.43E-03,2.08E-03,2.1278696,3.26E+00,72.83,8.09E+01,2.442,1.02E+00,0.7115,2.72E-01,2.25E+03,8.52E+02,6444,258,4.38,0.41,1.2,0.904
188,2,1.73132,1.71E-05,6.83E-03,6.36E-03,4.3072543,1.95E+01,86.52,2.45E+02,2.986,6.49E-01,0.8947,8.33E-01,1.79E+03,6.77E+02,6444,258,4.38,0.41,1.2,0.904
189,1,7.81154,3.62E-05,5.06E-02,5.34E-02,3.7441731,9.18E-01,74.58,5.16E+00,5.339,1.80E-01,3.912,4.13E+00,7.17E+02,6.74E+01,5135,169,4.63,0.1,0.709,0.125
190,2,0.629072,6.57E-06,1.39E-02,6.45E-04,1.0015411,1.40E-03,10.59,1.06E+00,1.164,5.65E-02,4.793,2.22E-01,4.75E+03,7.91E+02,8363,358,3.8,0.26,3.149,1.013
191,3,1.22463,3.66E-05,6.01E-03,9.60E-03,2.7059735,2.18E+01,82.88,5.87E+02,3.279,3.92E+00,2.065,3.30E+00,3.81E+03,6.34E+02,8363,358,3.8,0.26,3.149,1.013
192,1,0.952009,1.60E-05,1.50E-02,1.86E-03,1.0079984,2.48E-03,12.09,1.61E+00,1.749,1.46E-01,3.739,4.63E-01,3.48E+03,8.35E+02,8026,311,4.01,0.3,2.282,1.08
193,2,1.44681,2.70E-05,1.43E-02,5.89E-04,1.0056387,2.52E-03,18.87,3.24E+00,3.86,4.91E-01,3.573,1.47E-01,3.03E+03,7.26E+02,8026,311,4.01,0.3,2.282,1.08
194,1,3.76213,3.05E-05,5.24E-03,2.62E-03,6.3696144,1.78E+01,87.49,9.30E+01,4.358,2.74E-01,0.9378,4.69E-01,1.74E+03,5.45E+02,7066,269,4.15,0.35,1.641,1.023
195,2,1.25412,3.48E-05,3.28E-03,1.68E-03,1.0174861,1.11E-01,26.67,9.05E+01,3.993,1.21E+01,0.5867,3.01E-01,2.50E+03,7.86E+02,7066,269,4.15,0.35,1.641,1.023
196,3,3.76232,4.33E-05,5.35E-03,1.18E-03,1.8302501,1.71E+00,60.91,4.11E+01,7.347,2.49E+00,0.9578,2.11E-01,1.74E+03,5.45E+02,7066,269,4.15,0.35,1.641,1.023
197,1,459.313,1.09E-02,7.30E-02,3.45E-01,223.22954,2.25E+02,89.74,3.78E-01,6.118,2.36E+00,12.13,5.74E+01,2.68E+02,9.47E+01,5249,185,4.04,0.44,1.523,1.073
198,1,681.014,4.20E-03,2.67E-02,5.74E-03,480.75842,4.63E+02,89.92,1.70E-01,8.337,7.80E-01,3.254,7.00E-01,2.37E+02,6.34E+01,6328,197,4.37,0.31,1.118,0.595
199,1,12.4934,1.25E-05,2.41E-02,7.91E-03,41.50841,4.92E+01,89.56,5.22E+00,2.238,1.16E-01,2.106,6.92E-01,6.53E+02,3.10E+01,5211,105,4.55,0.07,0.802,0.069
200,1,0.85688,2.67E-06,1.03E-02,1.98E-03,2.3425756,1.96E+00,67.38,2.58E+01,1.277,1.23E-01,0.9809,1.89E-01,1.88E+03,4.02E+02,6021,161,4.54,0.31,0.873,0.37
201,1,3.09874,1.76E-05,1.45E-02,2.52E-02,13.005873,1.05E+02,89.56,3.58E+02,1.838,3.90E-01,0.6499,1.13E+00,5.79E+02,4.39E+01,3627,72,4.84,0.07,0.41,0.06
202,1,0.648868,1.62E-07,1.54E-01,2.86E-04,2.3644873,1.08E-02,73.03,1.87E-01,1.94,3.19E-03,25.68,4.76E-02,2.88E+03,7.21E+02,6531,186,4.12,0.27,1.524,0.757
203,1,0.633901,2.92E-05,6.11E-03,2.09E-03,2.3351607,2.87E+00,71.14,4.66E+01,1.38,3.53E-01,2.066,7.06E-01,3.67E+03,1.55E+03,5421,103,3.33,0.39,3.099,2.616
204,1,9.37889,2.18E-05,2.21E-02,9.09E-03,19.247829,3.74E+01,88.52,1.18E+01,3.328,3.29E-01,1.946,8.02E-01,8.03E+02,1.94E+02,5684,184,4.49,0.3,0.808,0.386
205,1,2.32694,2.17E-05,8.94E-03,5.44E-03,6.5965175,1.86E+01,83.77,3.50E+01,1.916,2.13E-01,0.9635,5.87E-01,1.41E+03,2.80E+02,5962,206,4.44,0.27,0.988,0.385
206,2,2.32852,3.78E-05,7.95E-03,5.65E-03,1.688402,3.77E+00,64.07,1.43E+02,7.23,8.06E+00,0.8568,6.09E-01,1.41E+03,2.80E+02,5962,206,4.44,0.27,0.988,0.385
207,3,1.16303,1.61E-05,8.26E-03,5.98E-03,1.1925224,1.27E+00,45.58,1.50E+02,4.214,1.01E+01,0.8903,6.45E-01,1.78E+03,3.53E+02,5962,206,4.44,0.27,0.988,0.385
208,1,0.678443,1.19E-05,1.05E-02,4.73E-03,1.0643168,3.52E-01,30.86,8.67E+01,2.102,4.65E+00,1.994,9.02E-01,3.24E+03,1.02E+03,7318,319,4.13,0.35,1.748,1.085
209,2,0.678468,9.05E-06,1.34E-02,6.69E-03,1.155558,9.04E-01,42.87,1.25E+02,2.496,5.19E+00,2.551,1.28E+00,3.24E+03,1.02E+03,7318,319,4.13,0.35,1.748,1.085
210,1,44.1894,7.79E-05,1.07E-01,3.91E-02,24.385159,1.80E+00,87.66,3.08E-01,6.733,1.05E-01,11.32,4.13E+00,5.38E+02,1.02E+02,6061,181,4.44,0.27,0.968,0.363
211,1,6.09405,7.46E-07,8.94E-02,1.12E-02,11.114894,2.98E-01,84.84,2.07E-01,1.81,8.11E-01,16.35,2.04E+00,1.42E+03,4.72E+02,6790,311,4.16,0.38,1.676,1.102
212,2,0.968314,1.39E-05,6.04E-03,3.30E-03,1.2231511,6.55E-01,87.13,1.29E+03,6.073,6.84E+00,0.4153,2.27E-01,1.16E+03,4.45E+01,4248,87,4.64,0.05,0.63,0.041
213,1,0.968208,1.54E-05,7.48E-03,5.34E-03,1.1603025,1.17E+00,40.31,1.43E+02,3.071,8.29E+00,0.9332,6.67E-01,2.10E+03,4.72E+02,6362,242,4.41,0.28,1.144,0.507
214,1,1.93654,3.62E-05,8.74E-03,8.58E-03,2.1599953,7.65E+00,72.45,1.77E+02,5.276,4.62E+00,0.787,7.72E-01,1.35E+03,2.49E+02,5771,169,4.56,0.25,0.825,0.301
215,1,5.8131,4.99E-05,8.98E-03,9.83E-03,11.958211,6.48E+01,88.97,1.23E+02,3.662,2.41E-01,1.02,1.12E+00,1.10E+03,2.45E+02,6175,201,4.41,0.29,1.041,0.458
216,1,10.8497,2.89E-05,3.85E-02,1.71E-03,11.428287,1.82E+00,85.52,8.98E-01,3.842,1.90E-01,3.277,1.45E-01,6.76E+02,7.25E+01,5252,173,4.59,0.14,0.779,0.159
217,1,3.5511,2.60E-05,6.21E-03,4.43E-03,4.6378361,1.75E+01,88.62,4.40E+02,5.849,8.89E-01,1.169,8.34E-01,1.76E+03,4.25E+02,6806,238,4.09,0.27,1.726,0.823
218,2,3.55131,2.24E-05,7.21E-03,1.73E-03,2.8080976,3.52E+00,71.31,3.09E+01,4.369,3.98E-01,1.359,3.27E-01,1.76E+03,4.25E+02,6806,238,4.09,0.27,1.726,0.823
219,2,0.640994,8.98E-06,3.71E-03,5.26E-03,2.4667109,2.16E+01,89.1,6.33E+03,1.991,3.31E+00,2.039,2.89E+00,7.04E+03,1.40E+03,10546,423,3.57,0.31,5.04,1.957
220,3,0.641043,1.61E-05,3.99E-03,6.54E-04,1.5043905,9.60E-01,53.26,3.89E+01,1.448,6.84E-01,2.195,3.60E-01,7.04E+03,1.40E+03,10546,423,3.57,0.31,5.04,1.957
221,1,204.304,6.59E-04,1.73E-01,7.76E-04,41.599306,2.85E-01,88.9,1.23E-02,32.33,1.43E-01,13.73,6.16E-02,2.36E+02,1.62E+01,4907,154,4.58,0.06,0.727,0.089
222,1,0.548548,4.49E-05,2.96E-03,1.71E-02,2.3451665,6.66E+01,88.54,1.42E+04,1.789,1.10E+01,0.6687,3.87E+00,3.98E+03,1.29E+03,7956,326,4.07,0.37,2.072,1.33
223,2,1.96089,4.09E-05,8.76E-03,7.54E-04,1.0449388,1.36E-02,18.54,2.81E+00,2.722,2.16E-01,1.625,1.40E-01,2.17E+03,6.26E+02,6972,293,4.12,0.32,1.699,0.97
224,3,1.96131,3.21E-05,5.70E-03,1.23E-03,1.1294195,3.12E-01,35.31,4.09E+01,5.339,4.91E+00,1.057,2.28E-01,2.17E+03,6.26E+02,6972,293,4.12,0.32,1.699,0.97
225,1,2.60902,8.63E-05,4.98E-03,1.45E-02,2.9304227,3.50E+01,85.83,1.25E+03,6.68,1.01E+01,0.5227,1.52E+00,1.33E+03,2.30E+02,5966,195,4.49,0.26,0.961,0.327
226,1,0.760632,1.25E-05,5.70E-03,1.58E-03,2.8554185,3.96E+00,75.91,4.43E+01,1.479,2.69E-01,0.9457,2.63E-01,2.81E+03,1.08E+03,7100,307,4.26,0.42,1.52,1.155
227,2,2.68674,8.43E-06,5.67E-03,5.16E-04,7.4909609,4.23E+00,84.64,6.28E+00,1.978,5.62E-02,1.551,1.41E-01,2.87E+03,4.60E+02,9181,399,4,0.21,2.507,0.774
228,3,553.98,2.49E-02,7.61E-03,9.33E-03,502.48882,4.36E+03,89.9,1.15E+00,4.378,2.24E+00,2.082,2.55E+00,4.85E+02,7.79E+01,9181,399,4,0.21,2.507,0.774
229,4,1.34333,1.14E-05,3.93E-03,1.09E-03,7.2367566,1.28E+01,87.62,4.76E+01,1.359,5.57E-02,1.076,3.00E-01,3.61E+03,5.80E+02,9181,399,4,0.21,2.507,0.774
230,5,303.479,0.00E+00,1.81E-02,0.00E+00,313.1819,0.00E+00,89.98,0.00E+00,7.5,0.00E+00,4.94,0.00E+00,5.93E+02,0.00E+00,9181,399,4,0.21,2.507,0.774
231,2,0.796828,5.54E-06,1.00E-02,6.52E-03,2.4199152,7.16E+00,88.27,1.16E+03,2.534,1.41E+00,2.069,1.35E+00,2.98E+03,8.42E+02,6835,313,4.07,0.32,1.892,1.054
232,3,0.796837,1.12E-05,7.91E-03,6.00E-03,2.4023441,8.30E+00,82.85,3.33E+02,2.439,1.65E+00,1.632,1.24E+00,2.98E+03,8.42E+02,6835,313,4.07,0.32,1.892,1.054
233,4,0.534527,0.00E+00,1.09E-02,0.00E+00,2.7384592,0.00E+00,87.91,0.00E+00,1.5,0.00E+00,2.247,0.00E+00,3.41E+03,0.00E+00,6835,313,4.07,0.32,1.892,1.054
234,1,40.8063,1.99E-04,1.63E-02,4.99E-03,23.092004,3.40E+01,89.29,1.29E+01,13.17,6.28E-01,3.736,1.14E+00,7.72E+02,8.21E+01,6207,135,3.96,0.14,2.097,0.437
235,2,7.81157,3.10E-05,2.16E-02,3.40E-02,20.039901,1.16E+02,89.14,5.61E+01,2.908,6.21E-01,1.667,2.63E+00,7.17E+02,6.74E+01,5135,169,4.63,0.1,0.709,0.125
236,1,0.967455,6.85E-06,6.18E-03,1.06E-03,1.8093559,1.12E+00,60.17,2.74E+01,1.838,4.18E-01,0.9777,1.68E-01,2.34E+03,6.06E+02,6156,229,4.14,0.25,1.449,0.742
237,1,116.52,4.80E-04,2.40E-02,3.62E-02,255.06799,1.82E+03,89.98,2.08E+01,3.563,1.13E+00,3.695,5.57E+00,4.57E+02,5.61E+01,6056,125,4.18,0.15,1.411,0.341
238,1,1.05344,4.84E-05,4.41E-03,2.49E-03,1.1026485,6.29E-01,34.9,1.06E+02,3.19,8.01E+00,1.576,8.89E-01,3.99E+03,7.24E+02,8014,318,3.72,0.3,3.274,1.16
239,2,0.688266,1.16E-05,8.28E-03,1.71E-03,2.4027382,2.18E+00,73.18,3.63E+01,1.598,2.70E-01,2.96,6.12E-01,4.59E+03,8.34E+02,8014,318,3.72,0.3,3.274,1.16
240,3,3.76167,2.35E-05,1.12E-02,1.04E-02,10.469021,5.40E+01,89.53,3.36E+02,2.766,1.79E-01,4.002,3.71E+00,2.61E+03,4.73E+02,8014,318,3.72,0.3,3.274,1.16
241,1,1.10982,0.00E+00,3.67E-01,0.00E+00,3.3027826,0.00E+00,88.26,0.00E+00,3.5,0.00E+00,43.54,0.00E+00,1.91E+03,0.00E+00,5947,176,4.34,0.23,1.087,0.373
242,1,373.85,8.36E-03,2.29E-02,9.62E-03,191.65936,4.11E+02,89.82,1.05E+00,12.18,1.91E+00,2.862,1.21E+00,2.94E+02,7.81E+01,6432,249,4.38,0.31,1.147,0.602
243,2,5.47403,8.28E-05,8.42E-03,6.15E-03,2.7712582,9.23E+00,83.73,2.61E+02,14.51,6.39E+00,1.054,7.70E-01,1.20E+03,3.19E+02,6432,249,4.38,0.31,1.147,0.602
244,1,1.04369,1.13E-05,5.82E-03,2.34E-03,2.2836741,4.38E+00,81.89,1.84E+02,3.327,1.45E+00,1.649,6.64E-01,3.29E+03,5.68E+02,7239,357,3.87,0.24,2.597,0.86
245,1,49.7886,3.67E-06,5.39E-01,1.98E-02,70.500369,2.55E-01,89.43,2.56E-02,7.398,3.29E-03,31.84,1.17E+00,2.71E+02,1.42E+01,3894,96,4.71,0.06,0.541,0.05
246,2,49.7886,3.56E-06,5.51E-01,1.20E-01,128.01215,3.29E+00,89.6,6.49E-02,3.776,1.08E-02,32.5,7.08E+00,2.71E+02,1.42E+01,3894,96,4.71,0.06,0.541,0.05
247,1,1.22148,9.62E-06,2.60E-03,2.43E-04,1.2439593,2.72E-01,46.46,2.42E+01,3.905,1.53E+00,0.9115,8.51E-02,4.21E+03,9.28E+02,9338,403,3.84,0.21,3.207,1.387
248,2,1.22172,2.78E-05,2.38E-03,2.06E-04,1.0008726,1.64E-03,16.3,9.36E+00,2.669,1.43E+00,0.8319,7.23E-02,4.21E+03,9.28E+02,9338,403,3.84,0.21,3.207,1.387
249,1,0.552831,4.89E-06,9.35E-03,6.56E-03,3.5624394,8.39E+00,87.03,2.25E+02,1.176,2.01E-01,2.702,1.90E+00,3.11E+03,7.98E+02,5132,160,3.67,0.33,2.648,1.349
250,1,17.5436,2.58E-04,1.38E-02,2.79E-02,19.613853,1.97E+02,89.71,2.98E+02,6.894,1.58E+00,1.198,2.42E+00,6.58E+02,1.47E+02,5960,169,4.58,0.31,0.793,0.352
