tce_plnt_num,tce_period,tce_ror,tce_dor,tce_incl,tce_prad,tce_steff,tce_sradius
1,2.18907,0.0188,8.548080800000001,85.25,1.758,5693,0.856
2,2.18909,0.0193,8.0798189,83.59,1.806,5693,0.856
3,2.18906,0.0132,8.2459288,87.25,1.237,5693,0.856
2,17.5119,0.0211,26.961844,89.85,48.03,4029,20.89
1,4.97316,0.00527,3.4030370000000003,89.9,0.8708,6880,1.514
2,0.994607,0.005370000000000001,1.4925839,62.35,0.8874,6880,1.514
1,180.412,0.0851,217.20995,89.75,9.038,6032,0.973
1,2.2341599999999997,0.00935,7.112325299999999,86.09,1.325,6616,1.298
2,2.23418,0.00861,11.609844,88.49,1.219,6616,1.298
1,0.593817,0.0177,1.9392647,61.84,4.426,8340,2.289
2,0.593816,0.0129,3.2648553,85.01,3.234,8340,2.289
1,22.6512,0.0525,23.096029,87.7,8.924,6977,1.5590000000000002
2,22.6517,0.0448,3.1162633,71.28,7.6160000000000005,6977,1.5590000000000002
3,5.97431,0.0056,2.7660952,83.61,0.9527,6977,1.5590000000000002
1,0.9170799999999999,0.00303,1.273107,55.39,0.9432,8158,2.8560000000000003
1,143.195,0.0354,31.876070000000002,88.22,4.092,6007,1.06
2,8.495289999999999,0.0135,1.6307945,53.03,1.556,6007,1.06
1,1.46355,0.00621,2.2532417000000002,87.46,1.224,6525,1.805
1,26.1903,0.0070799999999999995,112.69348000000001,89.96,1.123,6434,1.453
1,1.8359400000000001,0.276,2.1978942000000004,62.94,29.35,5930,0.976
1,1.1549,0.045,1.1584326999999999,30.32,3.0660000000000003,4254,0.624
1,2.08608,0.305,6.3061197,81.85,37.3,6124,1.119
2,2.0861,0.0293,8.092080000000001,85.04,3.5780000000000003,6124,1.119
1,2.08608,0.067,3.7046057,75.46,6.795,6129,0.929
2,2.08607,0.0132,6.8534782000000005,84.19,1.335,6129,0.929
1,498.843,0.0515,207.62769,89.79,2.693,4287,0.479
1,0.799545,0.00773,1.0691591999999999,32.67,2.634,7774,3.1239999999999997
2,0.799578,0.00742,1.3565995000000002,59.18,2.528,7774,3.1239999999999997
1,0.633079,0.000128,3.4925254999999997,81.85,0.01001,4312,0.716
1,459.305,0.0168,709.10352,89.94,2.793,6305,1.527
1,202.118,0.0575,179.34874,89.71,5.459,5817,0.87
1,0.9615969999999999,0.00695,3.5668324,78.68,1.047,6645,1.381
1,0.735962,0.00569,2.0874786,77.54,0.8574,6839,1.382
2,0.735981,0.0074,1.2778247999999999,45.65,1.1159999999999999,6839,1.382
1,0.967065,0.00972,7.7610847000000005,87.78,1.084,5755,1.022
1,450.35400000000004,0.0203,291.73095,89.95,2.0780000000000003,5604,0.9359999999999999
1,1.23516,0.007890000000000001,1.8728186999999998,66.65,0.889,6210,1.033
1,1.23517,0.00894,1.5713828,57.86,0.9726,5930,0.997
1,0.576138,0.00355,1.8172918999999998,74.02,0.6909,7343,1.786
1,0.678214,0.0102,1.0508585,26.45,2.785,7732,2.512
2,0.678248,0.0137,1.1087475,35.74,3.764,7732,2.512
1,0.9870610000000001,0.0173,5.4402805999999995,84.65,2.448,6616,1.298
1,11.7692,0.0219,26.157068,88.41,2.476,6197,1.035
2,11.7691,0.0127,35.025754,89.99,1.439,6197,1.035
1,4.08591,0.0204,1.0500237,18.73,5.922999999999999,7696,2.66
1,2.90064,0.0139,8.9534569,89.05,2.119,6562,1.4
1,0.794834,0.009290000000000001,2.0689721999999997,69.06,2.786,7701,2.7489999999999997
2,0.7948350000000001,0.0118,1.4927498,62.03,3.53,7701,2.7489999999999997
1,459.246,0.0204,263.16947000000005,89.81,97.95,4094,44.02
1,0.607297,0.00274,1.6262896999999998,64.63,0.919,8313,3.0789999999999997
2,0.607323,0.00237,1.6800383,65.18,0.7949,8313,3.0789999999999997
1,1.4829,0.00343,2.2602843999999997,82.4,0.6012,7710,1.605
2,1.48272,0.00435,1.777306,60.38,0.7609999999999999,7710,1.605
1,14.5865,0.0184,25.058521,88.91,2.391,6063,1.1909999999999998
2,8.02924,0.00838,13.436535999999998,86.96,1.089,6063,1.1909999999999998
1,0.9501280000000001,0.00975,5.692073000000001,82.82,1.016,6045,0.955
4,2.18908,0.011,11.028856,88.38,1.03,5693,0.856
1,2.18906,0.0189,8.735649800000001,85.37,1.996,6106,0.966
2,2.18905,0.0118,7.882148700000001,86.43,1.2429999999999999,6106,0.966
1,521.105,0.0156,163.23488,89.71,1.6119999999999999,5942,0.9470000000000001
1,17.1687,0.0209,1.2415038,37.31,5.58,7912,2.452
1,566.92,0.0193,349.92555,90.0,4.124,6715,1.955
1,0.562546,0.00481,1.6312496,64.54,0.5991,6581,1.141
1,2.2638700000000003,0.00642,2.2830008999999998,82.44,1.744,7372,2.487
1,4.659590000000001,0.0149,2.1016791,76.24,2.285,6084,1.4040000000000001
2,4.65998,0.0147,2.3852243,87.6,2.251,6084,1.4040000000000001
1,1.4347,0.00448,1.9164712,76.74,0.6409999999999999,6725,1.31
2,0.717212,0.0059299999999999995,1.8383091,74.22,0.8475,6725,1.31
1,19.3707,0.0217,109.77246000000001,90.0,11.91,5301,5.037
2,19.3704,0.0125,31.345081,89.81,6.859,5301,5.037
3,2.12377,0.00564,1.5162568,62.51,0.6529,6007,1.06
1,18.121,0.0203,41.088609999999996,89.59,1.7109999999999999,4905,0.774
1,1.00035,0.0172,2.3307613999999997,89.75,1.5859999999999999,5775,0.8440000000000001
2,2.0061,0.017,2.3044682,72.31,1.568,5775,0.8440000000000001
3,1.00577,0.0384,2.6471326,87.84,3.536,5775,0.8440000000000001
1,23.9679,0.0323,46.275791,89.57,1.8730000000000002,3847,0.532
2,8.295580000000001,0.0267,54.021687,89.7,1.548,3847,0.532
1,438.62699999999995,0.0111,420.47742,89.93,2.7060000000000004,6190,2.242
1,0.732234,0.00403,1.070629,32.79,0.8278,6824,1.882
2,0.732255,0.0048,1.1189062,35.13,0.985,6824,1.882
1,0.9875299999999999,0.0052,1.7466442,66.38,0.6503,5571,1.145
1,1.5806799999999999,0.00865,1.3259845,48.94,1.112,6475,1.178
1,0.657741,0.00445,1.0083546,29.66,1.095,8050,2.254
1,6.55973,0.00799,4.1804822,85.64,0.8308,6435,0.953
2,6.561389999999999,0.0146,1.0711126,22.02,1.515,6435,0.953
1,152.151,0.531,53.728334,89.04,57.33,6217,0.9890000000000001
2,152.15200000000002,0.272,195.31698,89.81,29.31,6217,0.9890000000000001
1,2.57547,0.0045899999999999995,2.3291977000000004,67.35,0.9823,6382,1.9609999999999999
2,0.967051,0.0111,6.2714345,83.56,1.24,5755,1.022
1,1.56808,0.018,10.290445,88.33,1.6280000000000001,5463,0.83
1,17.1625,0.0151,33.846179,89.99,1.557,6117,0.9470000000000001
1,60.5331,0.0238,40.691678,88.87,2.197,5632,0.846
1,5.54825,0.19699999999999998,8.147167699999999,87.98,21.97,6131,1.024
2,5.54826,0.038,7.5085547,86.98,4.242,6131,1.024
1,23.0815,0.0225,17.806126000000003,88.62,1.952,5275,0.7959999999999999
1,4.24751,0.00963,9.9040799,89.64,0.9687,5807,0.922
1,0.703839,0.00551,3.2011928,81.4,0.6052,6046,1.0070000000000001
2,0.703865,0.00615,2.5548961,74.0,0.6762,6046,1.0070000000000001
1,1.0000200000000001,0.0071200000000000005,2.7025872000000004,70.55,3.358,5295,4.319
2,4.08585,0.0164,1.0310412,16.52,4.761,7696,2.66
3,4.08671,0.0105,1.5177038,63.98,3.045,7696,2.66
1,1.50003,0.00296,2.0299378,75.83,0.8032,8431,2.485
1,3.41316,0.006690000000000001,1.0479486999999998,26.91,1.8530000000000002,7810,2.54
1,0.642046,0.0152,2.7462946,80.16,1.5619999999999998,5681,0.943
1,2.55285,0.00806,2.9354877999999998,88.27,1.2309999999999999,6995,1.4
2,1.27651,0.0069299999999999995,2.1807214,88.86,1.058,6995,1.4
1,0.8310350000000001,0.00458,1.7484747999999999,66.4,0.8641,7166,1.73
3,1.4828,0.00349,2.4000552,73.22,0.611,7710,1.605
1,4.1317,0.00613,1.1684048,36.06,1.057,6511,1.5819999999999999
2,4.131880000000001,0.00575,1.3227138,49.1,0.9926,6511,1.5819999999999999
2,0.9501360000000001,0.00971,6.0039179,83.31,1.012,6045,0.955
1,1.4879,0.00534,1.6466591,66.95,0.7652,6501,1.3130000000000002
2,1.55593,0.00604,2.1935472999999996,89.92,0.866,6501,1.3130000000000002
1,1.96062,0.00116,1.030521,17.51,0.2973,7353,2.356
3,2.18912,0.018,26.175432,88.91,1.893,6106,0.966
1,2.18914,0.604,6.0651842,84.4,159.3,8435,2.416
1,2.18905,0.0179,6.5510578,88.81,1.5,5396,0.7659999999999999
2,2.18908,0.0154,9.5530746,88.2,1.2830000000000001,5396,0.7659999999999999
1,0.562558,0.0514,2.9986107000000004,88.09,4.737,5811,0.845
1,3.48009,0.00426,1.4126916999999999,50.42,0.8151,7202,1.755
1,2.23367,0.0105,2.9829159,86.95,4.284,7693,3.7510000000000003
2,1.02181,0.00847,1.3821707,61.86,3.466,7693,3.7510000000000003
3,32.5624,0.0532,14.662751,86.09,8.142999999999999,6084,1.4040000000000001
1,22.2712,0.5870000000000001,48.543890000000005,88.94,46.76,5068,0.73
2,22.2712,0.18100000000000002,23.47544,87.62,14.41,5068,0.73
1,1.7055099999999999,0.00427,2.1821019,74.95,1.1440000000000001,6873,2.455
1,0.9460360000000001,8.690000000000001e-05,2.9648121,71.77,0.01098,6517,1.159
2,0.94509,0.00454,1.2154148999999999,41.68,0.5742,6517,1.159
1,1.44871,0.00855,3.9198663999999996,87.28,2.713,8560,2.907
2,1.4490100000000001,0.0119,10.658085,87.29,3.78,8560,2.907
1,1.43877,0.0127,3.2197056,81.08,4.684,7956,3.387
2,1.1971100000000001,1.15e-06,1.0011917,7.364,0.0004243,7956,3.387
3,1.19576,0.0111,3.2611141,89.22,4.112,7956,3.387
1,0.706098,0.00324,3.0398348,79.79,1.113,8439,3.1439999999999997
1,631.852,0.0187,392.80253999999996,89.96,3.8310000000000004,7048,1.8769999999999998
1,0.8413959999999999,0.015,1.0011243,25.31,2.269,6728,1.385
2,0.500744,0.00949,2.4524627,82.97,1.435,6728,1.385
3,0.500744,0.011,2.458068,82.99,1.66,6728,1.385
1,3.3841900000000003,0.0262,2.8102216,69.21,2.249,5588,0.7859999999999999
1,4.53241,0.278,9.3784567,84.39,37.34,6286,1.23
2,4.532430000000001,0.198,7.3699395,82.39,26.63,6286,1.23
1,6.41504,0.0194,17.796484,89.98,2.862,6170,1.3519999999999999
2,3.20749,0.008440000000000001,8.7626425,88.04,1.245,6170,1.3519999999999999
3,6.56153,0.00634,3.1543414,89.95,0.6596,6435,0.953
1,1.29016,0.0074,2.6277222,85.37,0.6794,5679,0.841
1,0.6022430000000001,0.0058,1.7138494,65.89,0.7766,6510,1.228
2,7.72698,0.00583,4.8987267999999995,86.34,1.247,6382,1.9609999999999999
3,7.730119999999999,0.0059299999999999995,11.316056,90.0,1.27,6382,1.9609999999999999
1,0.54727,0.00579,2.1567785,75.9,1.111,6993,1.7590000000000001
2,0.537604,0.00555,1.8134935,68.85,1.065,6993,1.7590000000000001
1,8.69939,0.00848,4.1426549,89.98,0.8599,6002,0.929
1,2.48976,0.006229999999999999,3.0738232000000005,74.74,0.7692,6441,1.1320000000000001
2,2.48962,0.00562,4.4264197,87.46,0.6937,6441,1.1320000000000001
3,0.622456,0.00488,1.7183504,67.1,0.6025,6441,1.1320000000000001
2,4.77499,0.0234,13.936882999999998,86.79,2.035,5275,0.7959999999999999
1,481.217,0.0206,321.09956,90.0,2.278,6148,1.015
1,3.2893,0.0135,10.096264999999999,84.88,1.6059999999999999,6329,1.093
1,285.914,0.0111,122.8823,89.64,138.5,3603,114.7
1,1.8218599999999998,0.00524,2.3508109,89.4,0.6036,6544,1.055
1,2.15916,0.00524,2.9975783,88.49,2.5,5519,4.368
2,2.16004,0.00545,2.6371830000000003,74.96,2.595,5519,4.368
2,3.4122800000000004,0.00854,1.0162886999999998,12.47,2.367,7810,2.54
1,44.638999999999996,0.278,94.68154200000001,89.42,31.44,6197,1.035
1,1.22696,0.00788,1.3452549999999999,75.41,0.7202,5556,0.8370000000000001
1,2.55297,0.00435,2.2421656000000003,87.22,1.4369999999999998,7118,3.028
1,0.687515,0.00783,3.3353638999999995,81.38,7.81,4776,9.144
1,1.9643400000000002,0.0118,6.010244999999999,89.63,1.5,6277,1.169
3,8.26367,0.00605,17.251095,88.98,1.044,6511,1.5819999999999999
1,3.19188,0.0052899999999999996,1.727489,65.96,1.099,6749,1.905
1,3.3121199999999997,0.00566,2.0144819,70.82,0.6798,6400,1.1
2,3.3128800000000003,0.00555,2.5074584,88.79,0.6663,6400,1.1
1,0.711964,0.0607,3.2507257000000003,77.55,5.496,5486,0.83
1,1.27201,0.00663,2.0496223000000002,76.32,1.218,7037,1.683
1,1.8972900000000001,0.00515,2.672883,79.29,1.786,9046,3.18
2,0.629688,0.00551,2.0812207,76.36,1.911,9046,3.18
3,1.09454,0.00971,1.1834043,40.49,0.8118,5396,0.7659999999999999
1,2.18912,0.0325,5.285957499999999,82.39,1.456,3623,0.41
2,2.18912,0.0281,7.4500771,84.6,1.255,3623,0.41
1,1.61571,0.0111,1.0247565,12.62,1.246,6084,1.03
3,0.724669,0.0126,3.7162974,82.24,5.165,7693,3.7510000000000003
4,0.6206079999999999,0.00837,2.3603064,87.78,3.426,7693,3.7510000000000003
1,41.3709,0.0698,17.49759,87.27,52.46,4764,6.882999999999999
2,1.7056799999999999,0.00421,2.3719172000000004,77.81,1.128,6873,2.455
1,16.7092,0.0284,36.617979999999996,88.91,2.073,4621,0.6679999999999999
2,28.5515,0.0257,52.50465500000001,89.64,1.8769999999999998,4621,0.6679999999999999
1,63.9005,0.22,41.943009,88.63,15.2,5204,0.634
3,1.449,0.0114,9.9426669,87.95,3.6180000000000003,8560,2.907
1,0.9730129999999999,0.00542,1.4943276,52.97,0.9369,7141,1.585
1,635.337,0.115,180.70241000000001,89.68,7.537000000000001,4986,0.6
1,4.51434,0.0164,5.2520032,80.15,2.155,6235,1.204
2,0.706914,0.0020399999999999997,2.2208984,67.8,0.7008,8439,3.1439999999999997
3,0.706118,0.00343,1.4192133999999998,50.89,1.176,8439,3.1439999999999997
1,0.9158870000000001,0.000322,1.1171328,34.22,0.2594,8480,7.388
2,1.1092799999999998,0.00895,5.3169292,87.78,7.2170000000000005,8480,7.388
1,0.959773,0.0116,3.1816206,84.33,1.7830000000000001,6300,1.4040000000000001
2,0.9628700000000001,0.0171,2.2069895,65.93,2.617,6300,1.4040000000000001
3,0.959725,0.0118,3.6909064,88.45,1.805,6300,1.4040000000000001
1,300.649,0.0278,150.18635,89.62,3.719,6472,1.226
1,2.6710700000000003,0.00704,2.4481405,89.69,1.885,6907,2.455
1,1.19296,0.00992,1.7692069,73.91,1.876,6971,1.733
1,4.94493,0.0377,15.242417999999999,88.14,2.517,4478,0.612
2,4.94493,0.0702,4.2788959,76.56,4.686,4478,0.612
1,7.30445,0.46,16.671111,87.21,45.18,6024,0.9
1,0.598061,0.008879999999999999,2.4579034,85.83,1.936,7919,1.9969999999999999
2,0.598064,0.00893,2.6888446,83.59,1.9469999999999998,7919,1.9969999999999999
3,0.7815439999999999,0.0123,2.0048361,87.14,2.6830000000000003,7919,1.9969999999999999
1,0.69828,0.0037700000000000003,1.0035189,7.245,1.046,8584,2.541
1,5.20932,0.0032,3.3020642999999996,77.75,0.9776,7930,2.804
3,0.542402,0.012,2.0864686000000003,87.25,2.3080000000000003,6993,1.7590000000000001
1,1.33342,0.0106,9.7529256,87.09,0.9379,5199,0.8109999999999999
1,1.23715,0.327,3.5737157999999996,88.4,36.56,6131,1.024
1,5.42925,0.00758,2.817862,87.97,0.9517,6378,1.151
2,5.42924,0.00909,2.3984639,73.06,1.141,6378,1.151
1,1.24661,0.00256,1.0377288,50.2,0.3978,6737,1.425
1,2.44933,0.0133,3.2699132,73.58,1.089,4840,0.7490000000000001
1,8.53358,0.0101,3.9385606,80.81,0.9252,5018,0.838
1,7.053539999999999,0.0354,19.751044,88.56,2.701,4611,0.6990000000000001
2,9.52166,0.0358,26.748944,88.88,2.7319999999999998,4611,0.6990000000000001
3,3.07214,0.0193,12.089836,89.58,1.47,4611,0.6990000000000001
4,0.9867819999999999,0.0153,4.906538200000001,84.15,1.167,4611,0.6990000000000001
1,1.84562,0.0227,4.6007525000000005,78.72,7.385,5974,2.978
1,0.8788040000000001,0.5,6.698631599999999,89.14,40.21,4524,0.737
1,0.8895139999999999,0.008140000000000001,2.3672547,86.69,1.775,7390,1.999
2,1.05234,0.00838,1.324249,58.52,1.827,7390,1.999
1,497.30400000000003,0.0103,600.5454900000001,89.99,1.6030000000000002,5962,1.4240000000000002
1,0.578047,0.0037799999999999995,1.6603321,89.76,0.2439,4438,0.591
1,0.868715,0.0119,4.8753316,86.46,1.3630000000000002,5761,1.046
2,0.868715,0.0122,5.4665572000000004,88.95,1.392,5761,1.046
1,459.369,0.0194,650.58649,89.98,1.7369999999999999,5265,0.8220000000000001
1,4.301159999999999,0.00447,1.430836,50.61,1.051,7884,2.154
2,4.3009699999999995,0.0039700000000000004,1.3564833,49.46,0.9326,7884,2.154
1,2.81396,0.489,7.0958665,89.19,59.47,6280,1.115
1,4.62746,0.00409,1.6882207999999999,65.5,0.6093,6869,1.365
1,0.639329,0.00498,1.750203,66.57,0.7959999999999999,6746,1.464
3,3.31409,0.006840000000000001,3.3365277,86.55,0.8216,6400,1.1
1,0.6505770000000001,0.00554,2.0495957,70.05,1.879,7082,3.109
2,0.6505569999999999,0.00379,2.3422951000000003,75.35,1.285,7082,3.109
3,0.629692,0.0058200000000000005,2.4468509999999997,86.55,2.021,9046,3.18
1,0.6641729999999999,0.0206,2.282833,77.16,4.044,7113,1.7990000000000002
2,0.6641729999999999,0.0228,1.6440089,56.81,4.485,7113,1.7990000000000002
3,0.6641729999999999,0.0258,3.4534095000000002,88.34,5.0680000000000005,7113,1.7990000000000002
2,0.729716,0.00387,1.9841965,74.9,0.4347,6084,1.03
1,34.844,0.0884,47.079873,88.84,8.401,5509,0.871
1,2.18905,0.0085,6.7781849,88.87,0.8265,6077,0.8909999999999999
2,41.3709,0.0547,10.320678,84.91,41.1,4764,6.882999999999999
1,4.7503,0.024,18.407165,89.11,12.24,5150,4.67
1,1.54491,0.0115,4.9947622,79.61,1.423,6309,1.1320000000000001
1,1.54493,0.0823,5.1008550999999995,79.84,12.97,6308,1.444
2,63.9153,0.225,61.103883999999994,89.06,15.56,5204,0.634
1,3.6562699999999997,0.00454,3.5570272000000003,87.15,0.5488,6299,1.1079999999999999
2,3.6562,0.006229999999999999,1.8596849999999998,66.6,0.7536,6299,1.1079999999999999
1,347.83,0.0122,193.12348,90.0,85.51,3947,64.34
1,29.5391,0.0187,55.465031,89.87,2.6519999999999997,6616,1.298
1,612.34,0.00958,239.42261000000002,89.83,2.096,7571,2.005
2,2.65013,0.00259,2.2808028,86.0,0.5673,7571,2.005
3,0.610262,0.007209999999999999,1.0540703000000002,31.37,5.814,8480,7.388
1,2.79667,0.0927,3.1789049,71.71,13.42,6331,1.3259999999999998
1,0.66918,0.0016899999999999999,1.7332782,58.72,0.2566,6776,1.395
2,0.669283,0.00457,1.7758942,67.98,0.6958,6776,1.395
2,1.3347799999999999,0.00509,2.3043443999999997,88.01,1.364,6907,2.455
1,0.9388700000000001,0.121,1.7942890999999999,59.79,442.9,4297,33.47
2,0.9397399999999999,0.0115,2.3105835,89.82,41.85,4297,33.47
1,1.9892599999999998,0.00762,1.3713898000000002,47.07,1.297,6931,1.5590000000000002
1,5.92531,0.00822,3.0141906,89.94,1.351,6297,1.506
2,5.92654,0.00839,2.9866059,89.84,1.3780000000000001,6297,1.506
1,2.4043200000000002,0.00441,5.1016169,86.62,0.4705,5505,0.977
1,1.25483,0.00969,4.6421846,87.76,1.0490000000000002,6170,0.992
2,1.25484,0.00818,2.6826602999999998,70.4,0.8855,6170,0.992
1,7.23861,0.0152,15.630645000000001,88.19,1.382,5411,0.831
1,36.1289,0.0791,63.616566000000006,89.14,7.891,5926,0.914
1,0.733413,0.007379999999999999,1.7102468000000002,60.1,1.8769999999999998,5110,2.331
1,293.061,0.0214,116.76768999999999,89.66,5.058,6143,2.161
1,46.1513,0.029,60.787765,89.51,2.432,5204,0.769
1,1.14473,0.00834,1.3871605,50.3,1.045,6553,1.148
2,1.48833,0.0071400000000000005,3.4832648,89.99,0.8945,6553,1.148
5,4.64537,0.0252,7.0407833,82.48,1.926,4611,0.6990000000000001
1,0.8418620000000001,0.00293,1.4559258,61.26,0.6536,8124,2.046
1,0.712824,0.0103,1.5935496999999998,63.79,2.662,7564,2.376
1,1.56016,0.47,4.7437892999999995,82.62,38.44,4926,0.7490000000000001
1,459.286,0.008459999999999999,672.92259,89.96,0.992,5916,1.074
1,0.518504,0.0101,1.1845278000000001,41.17,2.628,8035,2.387
2,0.518502,0.00897,1.1810778,40.87,2.3369999999999997,8035,2.387
1,4.67358,0.0147,2.6644414,85.15,2.4090000000000003,7194,1.4980000000000002
2,4.67366,0.0165,2.7262571,84.87,2.694,7194,1.4980000000000002
3,2.3367400000000003,0.0226,1.0074509,46.82,3.697,7194,1.4980000000000002
1,2.41895,0.007359999999999999,1.4367636000000001,51.06,0.7157,6077,0.8909999999999999
2,1.32659,0.0064,1.0020014000000002,32.51,1.023,6746,1.464
1,490.792,0.0221,300.818,89.88,35.05,4846,14.52
1,459.267,0.0238,1327.3811,89.98,2.136,5243,0.821
1,0.62929,0.018,4.439128299999999,86.12,1.915,5628,0.976
1,14.1281,0.0139,42.906281,89.94,1.3840000000000001,6100,0.9109999999999999
1,3.22297,0.0154,5.643614299999999,82.06,1.6119999999999999,5823,0.96
2,42.0373,0.0157,37.716953000000004,88.98,1.643,5823,0.96
3,21.0113,0.0136,31.731406,88.65,1.421,5823,0.96
1,1.24061,0.00972,1.0765366000000003,43.82,3.265,8313,3.0789999999999997
2,0.631502,0.0169,1.1187109,36.54,5.667999999999999,8313,3.0789999999999997
3,0.6315109999999999,0.015,2.4363607999999997,87.65,5.025,8313,3.0789999999999997
1,374.51300000000003,0.446,825.39382,89.99,39.61,5689,0.8140000000000001
1,487.73900000000003,0.0149,275.31984,89.9,1.182,5294,0.725
1,46.8775,0.0225,27.52645,88.55,2.392,5790,0.9740000000000001
1,3.17741,0.0307,16.765697,88.99,2.4090000000000003,5316,0.7190000000000001
2,41.0081,0.0362,30.69352,88.27,2.841,5316,0.7190000000000001
2,1.54492,0.00853,9.906182199999998,87.11,1.344,6308,1.444
3,1.54496,0.0064,1.7976726000000003,60.99,1.008,6308,1.444
4,1.54498,0.0069099999999999995,1.4918399,62.02,1.089,6308,1.444
3,3.6558599999999997,0.0061,3.0383971,77.78,0.7372,6299,1.1079999999999999
1,2.81407,0.006679999999999999,1.9238210999999998,62.44,0.7628,5565,1.046
1,17.8485,0.0189,21.175812,88.58,3.025,6188,1.465
2,26.1364,0.0178,29.878544,89.5,2.847,6188,1.465
1,40.6994,0.0225,22.321897,87.73,3.342,6419,1.3619999999999999
1,0.637994,0.0128,4.0029352,82.23,3.2110000000000003,6575,2.3040000000000003
1,1.45015,0.0263,1.0969973,27.83,5.052,7281,1.7590000000000001
1,3.3547,0.00394,2.5215481,80.22,0.4568,6197,1.062
1,3.9514,0.0227,20.652619,87.5,2.23,5570,0.899
1,43.1032,0.018,37.853124,89.14,2.156,5741,1.097
1,2.45574,0.006220000000000001,3.0964552000000003,77.51,2.394,5691,3.529
1,2.10827,0.00456,1.2179813,36.16,1.9969999999999999,5587,4.008
2,2.10969,0.00519,1.7733177,77.1,2.272,5587,4.008
1,0.739568,0.00344,2.1473364,81.96,0.857,6763,2.285
2,2.11762,0.00563,1.1815228000000002,40.0,1.4040000000000001,6763,2.285
3,5.92537,0.0087,2.2299096,66.46,1.43,6297,1.506
1,1.60022,0.0114,1.0122546000000001,10.77,1.3,6463,1.045
2,1.6001299999999998,0.0107,1.0091295,10.52,1.215,6463,1.045
1,7.73296,0.0102,3.4509084999999997,74.99,1.66,7076,1.49
1,0.658021,0.00572,2.1030302000000005,70.56,2.295,6817,3.674
2,0.527149,0.0056700000000000006,1.0013642,22.61,2.272,6817,3.674
1,1.81063,0.00686,1.1897423,36.36,1.7819999999999998,6072,2.38
2,1.8105200000000001,0.0059700000000000005,3.3267189,89.87,1.5490000000000002,6072,2.38
1,16.933,0.0244,47.265045,88.9,2.944,6276,1.1059999999999999
1,35.6361,0.0263,17.85966,86.91,2.5469999999999997,5926,0.887
1,27.2177,0.0129,91.238781,89.87,1.432,6263,1.0190000000000001
1,459.272,0.0401,1083.0527,89.98,3.917,5841,0.895
1,3.11394,0.00539,1.5519279,62.98,0.5598,6296,0.951
1,0.5083,0.00702,1.3566951,48.24,0.8039,6817,1.05
2,0.508305,0.0056,2.7525463,82.64,0.6411,6817,1.05
2,1.20376,0.0139,1.0000091,25.44,3.609,7564,2.376
1,7.3284899999999995,0.0138,51.233403,90.0,1.286,5120,0.853
2,77.9205,0.0163,53.089261,89.14,1.518,5120,0.853
1,8.77425,0.0138,30.415446000000003,89.77,1.364,5146,0.905
1,2.30258,0.0155,2.8066869999999997,82.99,2.082,5948,1.229
2,2.30235,0.0107,5.9049182,89.03,1.4369999999999998,5948,1.229
3,1.15117,0.00796,2.9401928,88.05,1.068,5948,1.229
1,34.1883,0.473,99.797259,89.48,69.35,5757,1.345
1,100.34100000000001,0.0176,65.400973,89.37,1.537,5180,0.8
2,2.4191599999999998,0.00703,1.1358241000000002,36.78,0.6839,6077,0.8909999999999999
3,2.41898,0.00603,1.5360519,63.66,0.5861,6077,0.8909999999999999
1,26.9513,0.45299999999999996,25.655913,87.77,68.9,6689,1.393
2,26.9513,0.381,26.912267,87.87,57.92,6689,1.393
1,0.566105,0.00837,3.0696508999999996,87.85,1.567,6948,1.7169999999999999
1,2.83265,0.00446,1.1664515,51.27,0.5636,6517,1.159
1,38.1386,0.0514,28.394011,88.01,13.14,6481,2.343
1,3.6485800000000004,0.00468,1.072231,35.91,1.07,6061,2.096
1,0.654841,0.00601,1.2548298,62.7,0.715,6217,1.09
1,2.56758,0.006220000000000001,4.151442899999999,88.6,1.242,7390,1.83
1,0.540451,0.008409999999999999,1.025787,14.59,2.094,8148,2.282
2,0.932523,0.015,1.0187562,15.22,3.736,8148,2.282
3,0.932566,0.0112,2.0481435,87.2,2.78,8148,2.282
2,376.07,0.469,576.4721400000001,89.92,41.7,5689,0.8140000000000001
1,374.51300000000003,0.5,951.5681,89.99,31.7,4166,0.581
1,0.8663569999999999,0.0118,2.5075453,68.97,7.2379999999999995,4943,5.62
2,0.8663420000000001,0.0109,2.8158496,71.31,6.682,4943,5.62
1,15.3626,0.0234,31.446015000000003,89.85,2.171,5011,0.851
1,5.60476,0.017,5.525607,80.25,1.42,5396,0.7659999999999999
1,2.4826799999999998,0.0062,6.1614984,82.94,0.8286,6356,1.225
1,0.576865,0.00385,1.2225291999999999,55.07,2.099,4927,4.996
1,3.4262300000000003,0.0116,1.6069413000000001,63.96,1.265,5780,1.0
2,3.42545,0.014,1.7225515,62.12,1.524,5780,1.0
1,0.676715,0.0129,4.494046,84.92,1.033,5334,0.733
1,2.07705,0.0067599999999999995,1.1717282,36.48,1.3630000000000002,6458,1.848
3,11.1896,0.0105,14.832479999999999,88.23,1.6769999999999998,6188,1.465
1,290.14,0.0875,539.1265400000001,89.9,7.285,5551,0.763
1,404.86,0.0129,290.58842999999996,89.99,2.355,5121,1.6740000000000002
2,1.45024,0.0325,1.1028537,27.78,6.242000000000001,7281,1.7590000000000001
3,1.45022,0.0136,2.2349125,87.44,2.608,7281,1.7590000000000001
1,0.66979,0.0079,2.0150198,88.89,0.6564,5323,0.7609999999999999
