tce_plnt_num,tce_period,tce_ror,tce_dor,tce_incl,tce_prad,tce_steff,tce_sradius
1,2.5404299999999997,0.0147,1.8496861,60.88,2.772,7261,1.724
1,1.07736,0.00558,1.5592978000000002,54.75,0.8440000000000001,6614,1.3869999999999998
2,3.23279,0.009559999999999999,1.0596603,21.83,1.4469999999999998,6614,1.3869999999999998
3,3.2321299999999997,0.0056700000000000006,1.7229572,58.31,0.8579,6614,1.3869999999999998
2,0.758263,0.00663,1.1181873,36.47,1.124,6921,1.5530000000000002
1,1.6933799999999999,0.00481,2.3793453999999996,83.66,0.7539,6961,1.435
2,0.564462,0.00409,1.2246791000000001,87.82,0.6402,6961,1.435
1,0.641049,0.0050799999999999994,1.8373677,67.21,2.793,10546,5.04
2,0.548762,0.0116,2.2422471,71.46,2.6189999999999998,7956,2.072
1,41.8668,0.0116,54.808113,89.7,1.068,5864,0.8420000000000001
1,0.630084,0.00919,3.1209309,76.9,1.122,6328,1.1179999999999999
2,0.630087,0.00916,4.6953033,83.68,1.1179999999999999,6328,1.1179999999999999
1,0.9415979999999999,0.0202,7.0505789000000005,87.22,1.8430000000000002,5237,0.8370000000000001
1,5.4999400000000005,0.192,4.7399987,85.7,30.09,6916,1.4369999999999998
2,2.7499700000000002,0.0808,1.9341513,69.4,12.66,6916,1.4369999999999998
3,5.50026,0.0134,2.0285756999999998,69.91,2.0980000000000003,6916,1.4369999999999998
4,5.50012,0.012,2.8210537,87.97,1.889,6916,1.4369999999999998
2,13.4457,0.009859999999999999,4.393864,84.59,1.12,6276,1.041
1,1.19676,0.0108,1.0190157,12.76,5.82,10752,4.9239999999999995
2,1.19686,0.0101,1.0178708,13.42,5.452000000000001,10752,4.9239999999999995
1,459.31300000000005,0.0157,1004.3319,89.96,2.647,6253,1.545
2,1.97363,0.00479,6.844450900000001,85.72,1.713,8241,3.2769999999999997
3,1.97363,0.00413,8.1312152,88.04,1.476,8241,3.2769999999999997
1,1.9736099999999999,0.0154,1.1313942,29.47,2.097,5870,1.248
3,0.7238600000000001,0.00995,1.5240733999999998,67.12,3.175,8757,2.923
1,0.9475370000000001,0.007909999999999999,3.073657,72.93,0.7051,5627,0.8170000000000001
1,0.686988,0.0199,1.9350081000000001,62.28,2.17,5780,1.0
2,2.02126,0.0137,2.1879736000000003,82.12,1.494,5780,1.0
2,7.35389,0.007,2.6557935,74.87,1.213,6370,1.588
3,3.67731,0.00643,1.1137028999999998,35.22,1.114,6370,1.588
1,2.7966599999999997,0.0129,8.3398667,85.42,5.928,7174,4.2
2,4.19539,0.0058200000000000005,1.0003685,25.89,2.668,7174,4.2
1,0.847716,0.00443,1.900518,78.54,0.9016,7262,1.8630000000000002
1,0.731707,0.0141,3.8104066,79.28,4.048,7841,2.63
1,0.9962979999999999,0.00801,2.0169923,89.28,1.46,7032,1.671
1,71.5254,0.0701,92.485563,89.78,6.237,4850,0.815
1,0.982769,0.00788,1.4238264999999999,89.9,0.9166,6225,1.0659999999999998
1,3.04949,0.006840000000000001,1.9778723000000002,62.69,1.099,6382,1.472
1,0.58119,0.0134,2.2708725,83.96,3.458,7202,2.3680000000000003
1,0.582576,0.0167,3.5997019999999997,88.41,1.8259999999999998,5780,1.0
2,0.581897,0.0144,6.9812087,89.82,1.574,5780,1.0
1,3.37572,0.0136,9.605632400000001,84.67,1.814,6303,1.224
1,14.0797,0.0135,41.185349,88.82,1.304,5568,0.883
3,1.78835,0.0262,1.0117758,15.78,4.591,6985,1.605
1,459.31199999999995,0.0484,332.43887,89.83,6.8839999999999995,6243,1.3030000000000002
1,0.7661939999999999,0.00773,2.6698,79.21,1.601,7384,1.8980000000000001
1,3.5538199999999995,0.0128,7.9907962,86.58,1.5090000000000001,6015,1.081
1,27.5557,0.0159,22.142948999999998,89.55,1.4469999999999998,5509,0.836
1,0.5936239999999999,0.00872,1.0932773999999998,34.21,1.86,7277,1.954
2,0.593647,0.00919,1.9741639,89.82,1.96,7277,1.954
1,0.53025,0.00207,1.000008,42.51,0.6797,8615,3.003
2,1.0886799999999999,0.0109,2.1584285,76.61,2.044,7261,1.724
3,0.6937270000000001,0.0173,2.1461326,87.33,3.2569999999999997,7261,1.724
1,5.443169999999999,0.0318,1.8364082,57.8,6.928999999999999,8254,1.996
2,1.8144099999999999,0.0336,1.1111551000000002,25.98,7.322,8254,1.996
1,0.700471,0.0036899999999999997,3.8636711999999998,85.19,0.4936,6102,1.225
1,620.929,0.11,54.92289399999999,88.96,465.4,3953,38.67
1,1.38953,0.0024100000000000002,1.0697254999999999,42.53,0.3314,6347,1.262
1,0.583637,0.0022199999999999998,2.323316,82.23,0.2999,6218,1.238
2,20.5715,0.00762,10.642966,88.79,0.6931,5529,0.8340000000000001
3,1.511,0.0050799999999999994,1.5425933,68.01,0.462,5529,0.8340000000000001
4,3.0221299999999998,0.00447,2.4146188,81.93,0.4069,5529,0.8340000000000001
1,0.506371,0.00725,2.2374772000000003,88.02,2.485,7061,3.142
2,0.516584,0.013,2.2569828,81.89,2.0869999999999997,6991,1.475
1,2.6482900000000003,0.132,5.2472417,80.12,170.8,5039,11.83
2,2.6482799999999997,0.0265,7.9284243000000005,84.93,34.2,5039,11.83
1,0.5964649999999999,0.008409999999999999,1.6537703000000001,64.96,2.889,8363,3.1489999999999996
1,204.02900000000002,0.5,222.17142,89.97,44.14,5551,0.809
2,204.033,0.627,186.49075,89.75,55.33,5551,0.809
1,4.61264,0.011,8.88867,85.82,1.527,6140,1.2770000000000001
2,13.1216,0.0129,28.833370000000002,89.8,1.801,6140,1.2770000000000001
1,2.86751,0.03,19.622362,88.5,3.3539999999999996,6235,1.023
2,2.8675,0.0246,13.211758999999999,86.06,2.742,6235,1.023
1,2.19199,0.0341,3.1709507,72.75,2.418,5386,0.649
1,2.19202,0.40299999999999997,6.363691,82.7,30.68,5319,0.698
1,2.48127,0.0124,1.0217426,21.79,2.475,7257,1.829
1,2.85236,0.0414,12.870817,85.99,1.442,3663,0.319
1,0.52007,0.0131,1.0000707,17.65,1.145,5569,0.802
2,0.583008,0.0352,3.0593269,88.13,3.0789999999999997,5569,0.802
1,0.8722780000000001,0.0145,1.2616452,61.56,6.184,7538,3.908
2,0.8722469999999999,0.0193,1.005695,26.5,8.248,7538,3.908
3,0.595526,0.0193,3.076721,88.14,8.246,7538,3.908
1,6.20972,0.006509999999999999,11.175934,86.07,0.3444,3685,0.485
1,2.32728,0.006490000000000001,5.253953299999999,86.08,1.1179999999999999,6767,1.579
2,0.847666,0.0039299999999999995,1.0840014999999998,35.63,0.7983,7262,1.8630000000000002
1,12.124,0.0248,28.072052000000003,89.56,2.153,5280,0.7959999999999999
1,0.8129270000000001,0.00323,1.0013094999999999,20.18,0.8077,7526,2.293
2,0.812865,0.00255,1.0004618,81.26,0.6381,7526,2.293
1,0.9682559999999999,0.00601,1.6461892,87.65,0.6789,6363,1.035
1,0.968253,0.0093,1.4816455,89.9,0.7759999999999999,5811,0.765
1,0.9682860000000001,0.00657,1.97528,80.39,0.6628,5881,0.924
1,5.747719999999999,0.0262,21.218197,88.72,1.798,4248,0.63
1,1.54039,0.0096,4.458384099999999,80.75,1.036,5974,0.9890000000000001
1,497.66,0.023,133.33388,89.79,2.4859999999999998,6081,0.991
1,2.20925,0.00732,5.2340967,83.41,0.8717,5991,1.092
1,0.931998,0.0193,5.2773805,89.16,5.8870000000000005,7943,2.793
1,6.5938,0.0101,1.8309085999999999,60.62,1.095,6202,0.992
1,0.974299,0.0341,6.2316748,83.78,2.972,5695,0.799
1,0.862334,0.00292,1.4223578000000001,53.07,0.5505,7392,1.726
2,1.7248,0.00572,1.5789993999999998,55.17,1.077,7392,1.726
1,459.319,0.0463,519.10556,89.9,3.967,5068,0.785
1,1.96443,0.0051600000000000005,1.6361333,55.8,1.485,5322,2.639
2,1.96449,0.00315,1.2308386999999998,72.88,0.9069,5322,2.639
1,1.96786,0.00028199999999999997,4.1452871,76.18,0.052239999999999995,6972,1.699
3,1.8143799999999999,0.0324,1.09467,24.66,7.0489999999999995,8254,1.996
4,1.8143,0.00948,2.3204659,87.53,2.064,8254,1.996
1,2.6868,0.00392,2.3016802000000003,89.56,0.3517,5292,0.823
1,2.6867099999999997,0.00663,7.9498872,84.95,1.8130000000000002,9181,2.5069999999999997
1,12.0604,0.0253,1.1790479999999999,32.58,8.555,6031,3.102
2,12.0587,0.00839,5.3539857,89.99,2.839,6031,3.102
1,43.1593,0.0134,12.976091,87.48,1.5130000000000001,6204,1.035
1,0.53452,0.00886,2.6399826,84.0,1.828,6835,1.892
1,1.47235,0.0051,3.2289491000000003,88.57,0.7457,6140,1.341
1,0.866395,0.00543,2.1278696,72.83,0.7115,6444,1.2
2,1.73132,0.00683,4.307254299999999,86.52,0.8947,6444,1.2
1,7.811539999999999,0.0506,3.7441731,74.58,3.912,5135,0.7090000000000001
2,0.6290720000000001,0.0139,1.0015411,10.59,4.793,8363,3.1489999999999996
3,1.2246299999999999,0.00601,2.7059735000000003,82.88,2.065,8363,3.1489999999999996
1,0.952009,0.015,1.0079984,12.09,3.739,8026,2.282
2,1.44681,0.0143,1.0056386999999998,18.87,3.573,8026,2.282
1,3.7621300000000004,0.00524,6.3696144,87.49,0.9378,7066,1.641
2,1.2541200000000001,0.00328,1.0174861,26.67,0.5867,7066,1.641
3,3.76232,0.00535,1.8302501,60.91,0.9578,7066,1.641
1,459.31300000000005,0.073,223.22954,89.74,12.13,5249,1.5230000000000001
1,681.0139999999999,0.0267,480.75842,89.92,3.2539999999999996,6328,1.1179999999999999
1,12.4934,0.0241,41.50841,89.56,2.106,5211,0.802
1,0.85688,0.0103,2.3425756,67.38,0.9809,6021,0.873
1,3.0987400000000003,0.0145,13.005873,89.56,0.6499,3627,0.41
1,0.648868,0.154,2.3644873,73.03,25.68,6531,1.524
1,0.633901,0.00611,2.3351607000000003,71.14,2.066,5421,3.0989999999999998
1,9.37889,0.0221,19.247829,88.52,1.946,5684,0.8079999999999999
1,2.32694,0.00894,6.5965175,83.77,0.9635,5962,0.988
2,2.32852,0.00795,1.688402,64.07,0.8568,5962,0.988
3,1.16303,0.00826,1.1925223999999999,45.58,0.8903,5962,0.988
1,0.678443,0.0105,1.0643168,30.86,1.994,7318,1.7480000000000002
2,0.6784680000000001,0.0134,1.155558,42.87,2.551,7318,1.7480000000000002
1,44.1894,0.107,24.385158999999998,87.66,11.32,6061,0.968
1,6.09405,0.0894,11.114894,84.84,16.35,6790,1.676
2,0.9683139999999999,0.00604,1.2231511,87.13,0.4153,4248,0.63
1,0.968208,0.00748,1.1603025,40.31,0.9332,6362,1.1440000000000001
1,1.9365400000000002,0.008740000000000001,2.1599953,72.45,0.787,5771,0.825
1,5.8131,0.00898,11.958211,88.97,1.02,6175,1.041
1,10.8497,0.0385,11.428287,85.52,3.2769999999999997,5252,0.779
1,3.5511,0.00621,4.6378360999999995,88.62,1.169,6806,1.726
2,3.55131,0.007209999999999999,2.8080976000000004,71.31,1.359,6806,1.726
2,0.640994,0.00371,2.4667109,89.1,2.039,10546,5.04
3,0.641043,0.00399,1.5043905,53.26,2.195,10546,5.04
1,204.304,0.17300000000000001,41.599306,88.9,13.73,4907,0.727
1,0.5485479999999999,0.00296,2.3451665,88.54,0.6687,7956,2.072
2,1.9608900000000002,0.008759999999999999,1.0449388000000002,18.54,1.625,6972,1.699
3,1.9613099999999999,0.0057,1.1294195,35.31,1.057,6972,1.699
1,2.60902,0.00498,2.9304227000000003,85.83,0.5227,5966,0.961
1,0.760632,0.0057,2.8554185000000003,75.91,0.9457,7100,1.52
2,2.6867400000000004,0.0056700000000000006,7.490960899999999,84.64,1.551,9181,2.5069999999999997
3,553.98,0.00761,502.48882000000003,89.9,2.082,9181,2.5069999999999997
4,1.34333,0.0039299999999999995,7.236756599999999,87.62,1.0759999999999998,9181,2.5069999999999997
5,303.47900000000004,0.0181,313.1819,89.98,4.94,9181,2.5069999999999997
2,0.796828,0.01,2.4199152,88.27,2.069,6835,1.892
3,0.796837,0.007909999999999999,2.4023441,82.85,1.632,6835,1.892
4,0.5345270000000001,0.0109,2.7384592,87.91,2.247,6835,1.892
1,40.8063,0.0163,23.092004,89.29,3.736,6207,2.097
2,7.81157,0.0216,20.039901,89.14,1.6669999999999998,5135,0.7090000000000001
1,0.967455,0.00618,1.8093558999999997,60.17,0.9777,6156,1.449
1,116.52,0.024,255.06798999999998,89.98,3.695,6056,1.411
1,1.05344,0.00441,1.1026485000000001,34.9,1.5759999999999998,8014,3.2739999999999996
2,0.6882659999999999,0.00828,2.4027382,73.18,2.96,8014,3.2739999999999996
3,3.7616699999999996,0.0112,10.469021000000001,89.53,4.002,8014,3.2739999999999996
1,1.10982,0.36700000000000005,3.3027826,88.26,43.54,5947,1.087
1,373.85,0.0229,191.65936000000002,89.82,2.862,6432,1.147
2,5.47403,0.00842,2.7712582,83.73,1.054,6432,1.147
1,1.04369,0.0058200000000000005,2.2836741000000003,81.89,1.649,7239,2.597
1,49.7886,0.539,70.50036899999999,89.43,31.84,3894,0.541
2,49.7886,0.551,128.01215,89.6,32.5,3894,0.541
1,1.22148,0.0026,1.2439593,46.46,0.9115,9338,3.207
2,1.2217200000000001,0.00238,1.0008726000000001,16.3,0.8319,9338,3.207
1,0.5528310000000001,0.00935,3.5624394,87.03,2.702,5132,2.648
1,17.5436,0.0138,19.613853,89.71,1.198,5960,0.7929999999999999
1,0.546234,0.0148,3.5071703999999997,81.79,1.173,5416,0.728
1,0.54625,0.187,3.0129772,72.63,20.45,5780,1.0
1,6.3121599999999995,0.0188,8.8347635,86.76,2.25,6302,1.0979999999999999
1,7.3529100000000005,0.0142,4.535335900000001,88.74,3.721,7301,2.403
2,14.7061,0.0199,7.061154400000001,87.56,5.212999999999999,7301,2.403
3,7.3531699999999995,0.0194,2.7790548,75.48,5.075,7301,2.403
4,1.33664,0.0204,2.0738282,87.24,5.343999999999999,7301,2.403
1,573.587,0.0313,422.24034000000006,89.97,4.98,6484,1.456
1,21.5129,0.064,17.161706,86.66,33.57,5081,4.811
1,2.5777200000000002,0.00448,1.790029,68.06,0.6289,6771,1.286
1,0.692797,0.259,9.538811599999999,84.78,28.24,5780,1.0
1,0.9681629999999999,0.00643,1.1973943,63.24,0.713,5957,1.016
1,0.968354,0.007559999999999999,1.7751287,83.54,0.5675,5183,0.688
1,0.700442,0.00598,3.1900598,84.76,1.617,7677,2.479
2,0.7004520000000001,0.00526,1.3670802,48.52,1.423,7677,2.479
1,2.08014,0.00514,2.0059359,69.82,1.025,5749,1.828
2,2.08023,0.0050100000000000006,1.5307363,62.79,1.0,5749,1.828
1,5.8884300000000005,0.0117,28.321334000000004,88.46,1.39,6243,1.084
3,0.630106,0.011,5.9280330999999995,85.23,1.3430000000000002,6328,1.1179999999999999
1,494.12699999999995,0.0111,1168.5265,89.97,1.445,6201,1.192
1,0.643683,0.00606,3.8137561,79.18,0.7369,6161,1.114
2,0.643679,0.00532,3.4756742,78.41,0.6467,6161,1.114
2,0.760636,0.005229999999999999,1.9177602999999999,88.24,0.8667,7100,1.52
1,38.1688,0.009590000000000001,22.2027,87.76,1.534,6164,1.465
1,2.3382400000000003,0.0111,1.2834226999999998,46.15,1.61,6622,1.325
1,3.79584,0.00419,1.5173911,66.7,0.8085,6861,1.768
1,3.07312,0.0159,4.4554303,83.51,3.299,6969,1.896
2,3.07306,0.0192,10.047836,89.38,3.98,6969,1.896
2,140.10299999999998,0.0168,57.897476,89.7,3.8510000000000004,6207,2.097
1,14.1374,0.0181,42.766870000000004,89.34,1.3980000000000001,4861,0.7090000000000001
1,0.7509560000000001,0.00503,1.5896983999999998,89.0,0.815,7128,1.486
1,1.2538,0.00448,3.4887684,86.31,0.8626,6718,1.765
2,1.25373,0.00395,2.0301631999999996,89.24,0.76,6718,1.765
1,13.3235,0.0115,11.186908,85.32,1.5219999999999998,6106,1.215
1,1.58556,0.00549,3.3255801,88.35,1.05,6564,1.7530000000000001
1,0.611056,0.00519,3.1810406,88.2,0.8731,7035,1.541
2,0.6110140000000001,0.0037600000000000003,2.0667232,78.5,0.6331,7035,1.541
3,1.2220799999999998,0.0061600000000000005,2.3577434,67.29,1.036,7035,1.541
1,0.673138,0.0128,4.843789,88.79,1.197,5461,0.858
2,1.04366,0.006670000000000001,2.7357466,75.18,1.891,7239,2.597
1,1.8385200000000002,0.127,10.509537,89.45,13.01,5751,0.94
1,1.8385099999999999,0.353,5.220851799999999,82.26,40.63,5799,1.055
2,0.919256,0.111,3.8845174,88.52,12.76,5799,1.055
1,54.3563,0.16699999999999998,39.255348,88.54,22.84,6161,1.255
1,76.6135,0.0214,53.838026,89.44,2.38,6170,1.021
1,453.95099999999996,0.0202,267.13707,89.85,1.875,5860,0.852
1,73.7097,0.0123,26.157049,88.05,2.0340000000000003,6340,1.5130000000000001
1,0.864109,0.0053100000000000005,1.2396786,67.88,0.5285,6139,0.912
1,1.28785,0.00427,1.0042191999999999,20.92,0.6655,6357,1.4280000000000002
1,0.9169370000000001,0.00942,2.0103063000000003,87.15,0.8540000000000001,6299,0.831
1,5.08857,0.0247,1.8908707999999999,58.08,5.266,7514,1.955
2,2.54433,0.00799,5.7243141,88.31,1.704,7514,1.955
3,0.8481110000000001,0.00488,2.4718111,87.63,1.04,7514,1.955
1,2.79091,0.00461,1.189398,49.08,0.752,6072,1.494
1,0.640756,0.004529999999999999,1.1894666999999999,40.44,1.459,7319,2.951
1,3.00609,0.00403,1.1846322,37.53,1.348,7500,3.0669999999999997
1,15.9266,0.444,35.044134,89.84,44.39,5496,0.917
1,0.752174,0.0103,2.3092825,88.78,2.049,7514,1.8230000000000002
2,0.9500290000000001,0.0173,1.1394461999999999,37.92,3.4330000000000003,7514,1.8230000000000002
3,0.9501299999999999,0.00822,2.0805903999999997,87.25,1.636,7514,1.8230000000000002
1,1.8912900000000001,0.0223,1.9070676,61.55,1.433,4615,0.589
1,4.0958,0.023,9.892206300000002,84.98,1.8630000000000002,4791,0.742
2,7.55877,0.0226,52.897478,89.86,1.828,4791,0.742
1,42.5215,0.029,27.897358,88.18,2.8930000000000002,5911,0.914
2,9.47661,0.0137,14.447067,88.0,1.369,5911,0.914
1,0.761739,0.007640000000000001,1.8098436999999998,60.19,8.943,5210,10.73
1,8.734860000000001,0.0153,15.429234,89.53,1.601,5982,0.96
2,3.7183900000000003,0.00843,5.285653900000001,81.88,0.8832,5982,0.96
1,394.749,0.0151,189.20438000000001,89.86,2.3480000000000003,6796,1.4240000000000002
1,4.11492,0.0134,6.3937018,82.9,1.351,6011,0.927
1,2.62987,0.34700000000000003,3.6953263,79.78,36.63,5566,0.9670000000000001
1,2.62986,0.00938,4.997021299999999,89.84,1.598,6888,1.5619999999999998
2,3.72882,0.006679999999999999,5.1182018,89.83,1.139,6888,1.5619999999999998
2,2.3384400000000003,0.00755,2.396632,86.35,1.091,6622,1.325
1,399.527,0.00864,227.66207999999997,89.87,22.32,3995,23.68
1,0.693353,0.005229999999999999,1.2421011999999998,43.57,1.902,6809,3.3310000000000004
2,0.9212889999999999,0.00594,1.000054,15.76,2.1590000000000003,6809,3.3310000000000004
3,3.07338,0.0293,1.0802791,22.59,6.069,6969,1.896
4,3.07309,0.0199,3.1270158,88.94,4.126,6969,1.896
1,0.601866,0.00564,1.1969794,85.93,1.551,8961,2.519
2,0.781821,0.0194,1.0088799000000002,8.607000000000001,5.343,8961,2.519
2,1.3024200000000001,0.00818,1.0000335,13.38,1.327,7128,1.486
1,10.2738,0.0193,18.610592,87.84,1.806,5718,0.856
1,1.38606,0.00305,2.8334189,83.21,1.187,7710,3.5669999999999997
2,1.38635,0.00316,1.6024063,66.2,1.23,7710,3.5669999999999997
1,5.68649,0.0231,12.890464,86.66,2.4090000000000003,6052,0.956
2,5.6864300000000005,0.0222,18.952904,89.14,2.315,6052,0.956
1,1.35724,0.00346,1.347265,50.07,1.3430000000000002,7725,3.556
2,0.673128,0.0105,2.4914468999999997,78.47,0.9796,5461,0.858
1,1.8001599999999998,0.00573,2.3481874,87.55,0.9127,6634,1.459
2,0.535446,0.00387,1.0063959,21.68,0.6161,6634,1.459
1,477.014,0.0555,316.10406,90.0,15.91,4875,2.6260000000000003
1,1.84362,0.0106,2.7060126,79.32,1.2830000000000001,6032,1.114
1,1.3993799999999998,0.00971,1.8130169999999999,66.86,1.504,6829,1.419
2,0.699673,0.0255,2.1821504000000003,87.37,3.951,6829,1.419
1,0.585522,0.00971,2.114665,75.74,1.5430000000000001,7177,1.4569999999999999
1,14.9112,0.0307,18.893046,87.4,3.0069999999999997,5644,0.897
1,3.00168,0.0051,1.4478245,60.62,0.5693,6450,1.022
1,10.3188,0.0268,19.745082999999997,87.9,3.1,5927,1.06
4,0.5088550000000001,0.0229,2.6382711,87.83,4.888999999999999,7514,1.955
1,1.5232700000000001,0.0237,1.7445137,58.92,36.7,4695,14.21
1,1.5233299999999999,0.358,3.4584138999999996,89.97,33.87,5311,0.866
1,45.5829,0.008579999999999999,102.23568,89.9,2.541,7266,2.715
2,15.9266,0.5770000000000001,14.163198000000001,86.35,57.75,5496,0.917
3,15.9265,0.105,89.26661,89.94,10.51,5496,0.917
1,0.889755,0.00689,3.7685864999999996,82.38,0.7418,6250,0.986
1,1.9904400000000002,0.0112,5.0545691,87.56,1.23,6208,1.0090000000000001
1,1.8912900000000001,0.00486,3.0817793,87.5,1.835,7919,3.46
1,1.8912799999999999,0.138,3.6402127,88.43,70.29,11287,4.662
2,0.630414,0.012,1.7007942999999999,58.05,6.095,11287,4.662
1,1.89117,0.00683,1.4692036,52.16,0.4676,4267,0.627
1,18.8274,0.0287,31.326586,89.61,2.693,5687,0.86
1,8.832419999999999,0.00759,31.800318,89.87,0.9383,6060,1.133
1,13.2226,0.0183,10.355876,84.85,1.719,5933,0.861
2,2.3922,0.00572,1.0943618999999998,34.65,0.8895,6796,1.4240000000000002
3,1.10611,0.00607,2.3074676,83.65,0.9428,6796,1.4240000000000002
1,0.578045,0.0038200000000000005,1.0491931,35.14,0.64,6388,1.535
1,11.8233,0.0139,8.593732800000002,85.56,1.225,5559,0.8059999999999999
